Customer_ID,Customer_Segment,Age_Group
C14142,Regular,45-54
C14143,Regular,25-34
C14144,Regular,35-44
C14145,Regular,45-54
C14146,Regular,25-34
C14147,Regular,55+
C14148,New,18-24
C14149,New,25-34
C14150,New,35-44
C14151,Regular,18-24
C14152,Loyal,35-44
C14153,Regular,45-54
C14154,New,55+
C14155,Regular,25-34
C14156,Loyal,55+
C14157,Loyal,25-34
C14158,Regular,25-34
C14159,Loyal,25-34
C14160,New,35-44
C14161,New,25-34
C14162,New,25-34
C14163,Regular,25-34
C14164,New,25-34
C14165,Regular,55+
C14166,Regular,25-34
C14167,New,25-34
C14168,Loyal,35-44
C14169,New,25-34
C14170,Regular,45-54
C14171,Regular,18-24
C14172,New,25-34
C14173,Regular,18-24
C14174,Loyal,18-24
C14175,Loyal,35-44
C14176,Loyal,25-34
C14177,New,45-54
C14178,Regular,25-34
C14179,New,25-34
C14180,New,35-44
C14181,New,35-44
C14182,New,35-44
C14183,Loyal,35-44
C14184,Regular,18-24
C14185,Regular,35-44
C14186,Regular,25-34
C14187,Regular,25-34
C14188,Loyal,45-54
C14189,New,25-34
C14190,Regular,35-44
C14191,Regular,25-34
C14192,New,18-24
C14193,Regular,25-34
C14194,Loyal,35-44
C14195,New,25-34
C14196,New,25-34
C14197,New,45-54
C14198,Regular,18-24
C14199,Regular,25-34
C14200,Regular,45-54
C14201,Regular,45-54
C14202,Loyal,25-34
C14203,Regular,45-54
C14204,Loyal,18-24
C14205,Loyal,25-34
C14206,Regular,45-54
C14207,Regular,45-54
C14208,Loyal,25-34
C14209,Loyal,18-24
C14210,New,18-24
C14211,New,25-34
C14212,Loyal,35-44
C14213,New,25-34
C14214,Loyal,25-34
C14215,Regular,35-44
C14216,New,45-54
C14217,New,18-24
C14218,New,35-44
C14219,New,45-54
C14220,Regular,25-34
C14221,Regular,45-54
C14222,Loyal,35-44
C14223,Regular,18-24
C14224,Regular,25-34
C14225,Regular,35-44
C14226,Regular,25-34
C14227,Regular,25-34
C14228,New,25-34
C14229,New,35-44
C14230,New,25-34
C14231,New,25-34
C14232,Regular,25-34
C14233,New,35-44
C14234,Loyal,18-24
C14235,Loyal,25-34
C14236,Loyal,25-34
C14237,Loyal,18-24
C14238,New,25-34
C14239,Regular,35-44
C14240,New,35-44
C14241,Loyal,35-44
C14242,Loyal,25-34
C14243,Loyal,18-24
C14244,Regular,55+
C14245,Regular,18-24
C14246,New,35-44
C14247,New,45-54
C14248,Regular,35-44
C14249,Regular,25-34
C14250,Loyal,25-34
C14251,New,18-24
C14252,Loyal,35-44
C14253,Regular,35-44
C14254,Loyal,35-44
C14255,Loyal,18-24
C14256,Loyal,45-54
C14257,New,35-44
C14258,Loyal,18-24
C14259,New,25-34
C14260,New,35-44
C14261,Regular,25-34
C14262,Loyal,18-24
C14263,Regular,18-24
C14264,Loyal,35-44
C14265,Regular,18-24
C14266,New,18-24
C14267,Loyal,45-54
C14268,New,35-44
C14269,Loyal,35-44
C14270,New,25-34
C14271,Regular,25-34
C14272,Regular,35-44
C14273,New,55+
C14274,Regular,25-34
C14275,New,25-34
C14276,New,18-24
C14277,New,35-44
C14278,Regular,25-34
C14279,Regular,18-24
C14280,Regular,25-34
C14281,Loyal,18-24
C14282,Regular,25-34
C14283,Regular,55+
C14284,Regular,35-44
C14285,Regular,18-24
C14286,Regular,25-34
C14287,New,18-24
C14288,Loyal,35-44
C14289,Regular,25-34
C14290,New,55+
C14291,Regular,35-44
C14292,New,25-34
C14293,New,45-54
C14294,New,35-44
C14295,Regular,25-34
C14296,Regular,25-34
C14297,Loyal,25-34
C14298,New,25-34
C14299,Regular,18-24
C14300,Regular,25-34
C14301,New,25-34
C14302,Regular,18-24
C14303,New,45-54
C14304,New,35-44
C14305,Regular,35-44
C14306,Regular,25-34
C14307,New,35-44
C14308,New,55+
C14309,New,25-34
C14310,New,35-44
C14311,New,25-34
C14312,Regular,45-54
C14313,Regular,45-54
C14314,Regular,45-54
C14315,Regular,18-24
C14316,Regular,25-34
C14317,New,18-24
C14318,New,25-34
C14319,Loyal,25-34
C14320,New,25-34
C14321,New,35-44
C14322,New,25-34
C14323,Regular,45-54
C14324,Regular,18-24
C14325,Loyal,25-34
C14326,Loyal,35-44
C14327,Regular,35-44
C14328,Regular,18-24
C14329,New,45-54
C14330,New,35-44
C14331,New,45-54
C14332,New,45-54
C14333,New,25-34
C14334,New,45-54
C14335,New,45-54
C14336,Loyal,55+
C14337,Regular,45-54
C14338,Loyal,45-54
C14339,Regular,25-34
C14340,Regular,25-34
C14341,Regular,45-54
C14342,New,35-44
C14343,New,25-34
C14344,Loyal,25-34
C14345,Loyal,35-44
C14346,New,25-34
C14347,New,18-24
C14348,Regular,18-24
C14349,New,35-44
C14350,Regular,25-34
C14351,New,25-34
C14352,Regular,35-44
C14353,New,35-44
C14354,Regular,18-24
C14355,New,18-24
C14356,Regular,35-44
C14357,Loyal,35-44
C14358,Regular,18-24
C14359,Loyal,25-34
C14360,Loyal,45-54
C14361,Loyal,55+
C14362,Regular,25-34
C14363,Regular,18-24
C14364,Loyal,25-34
C14365,New,25-34
C14366,Regular,25-34
C14367,Loyal,25-34
C14368,Regular,35-44
C14369,Loyal,18-24
C14370,Regular,45-54
C14371,Loyal,35-44
C14372,Regular,35-44
C14373,Regular,55+
C14374,Regular,35-44
C14375,Loyal,45-54
C14376,Loyal,25-34
C14377,Loyal,25-34
C14378,Regular,25-34
C14379,New,25-34
C14380,New,25-34
C14381,Loyal,35-44
C14382,Regular,18-24
C14383,New,35-44
C14384,New,25-34
C14385,Loyal,35-44
C14386,Loyal,25-34
C14387,Loyal,55+
C14388,Regular,25-34
C14389,Regular,55+
C14390,New,18-24
C14391,New,35-44
C14392,Loyal,25-34
C14393,New,45-54
C14394,Regular,35-44
C14395,Regular,45-54
C14396,Regular,18-24
C14397,Loyal,45-54
C14398,New,25-34
C14399,Regular,18-24
C14400,New,25-34
C14401,New,25-34
C14402,Regular,35-44
C14403,New,25-34
C14404,Regular,18-24
C14405,Regular,35-44
C14406,New,55+
C14407,New,35-44
C14408,Regular,35-44
C14409,Loyal,25-34
C14410,Regular,35-44
C14411,Regular,55+
C14412,Regular,25-34
C14413,Regular,25-34
C14414,New,45-54
C14415,Regular,55+
C14416,Regular,18-24
C14417,Regular,25-34
C14418,Regular,35-44
C14419,Loyal,25-34
C14420,New,25-34
C14421,Loyal,35-44
C14422,Regular,25-34
C14423,Regular,25-34
C14424,New,55+
C14425,Regular,35-44
C14426,Regular,45-54
C14427,Regular,45-54
C14428,New,35-44
C14429,Regular,45-54
C14430,New,25-34
C14431,Loyal,35-44
C14432,Loyal,35-44
C14433,New,35-44
C14434,Loyal,18-24
C14435,Loyal,25-34
C14436,Regular,25-34
C14437,Regular,35-44
C14438,Regular,55+
C14439,Regular,55+
C14440,Regular,25-34
C14441,Regular,25-34
C14442,Regular,18-24
C14443,New,25-34
C14444,Loyal,45-54
C14445,Regular,45-54
C14446,Regular,25-34
C14447,Loyal,25-34
C14448,Regular,25-34
C14449,Regular,25-34
C14450,Loyal,45-54
C14451,Loyal,35-44
C14452,New,35-44
C14453,Regular,35-44
C14454,Loyal,25-34
C14455,Regular,25-34
C14456,Regular,18-24
C14457,New,35-44
C14458,New,45-54
C14459,Regular,35-44
C14460,Regular,18-24
C14461,Loyal,35-44
C14462,Regular,18-24
C14463,New,18-24
C14464,New,25-34
C14465,Loyal,25-34
C14466,Regular,45-54
C14467,New,35-44
C14468,Loyal,18-24
C14469,Regular,25-34
C14470,New,25-34
C14471,Loyal,18-24
C14472,Loyal,25-34
C14473,New,35-44
C14474,Loyal,25-34
C14475,Regular,45-54
C14476,Regular,25-34
C14477,Loyal,25-34
C14478,Loyal,25-34
C14479,New,35-44
C14480,New,25-34
C14481,New,18-24
C14482,Regular,45-54
C14483,New,18-24
C14484,Regular,55+
C14485,New,18-24
C14486,Regular,35-44
C14487,New,25-34
C14488,Loyal,25-34
C14489,New,18-24
C14490,Regular,25-34
C14491,Loyal,35-44
C14492,Regular,45-54
C14493,New,25-34
C14494,New,25-34
C14495,Regular,18-24
C14496,Regular,35-44
C14497,Regular,25-34
C14498,Regular,18-24
C14499,Regular,35-44
C14500,Regular,25-34
C14501,Regular,18-24
C14502,Loyal,18-24
C14503,New,35-44
C14504,Regular,18-24
C14505,New,45-54
C14506,Regular,25-34
C14507,Loyal,18-24
C14508,Regular,35-44
C14509,Loyal,25-34
C14510,Regular,25-34
C14511,Loyal,25-34
C14512,Regular,18-24
C14513,New,35-44
C14514,New,25-34
C14515,Regular,35-44
C14516,New,35-44
C14517,Regular,35-44
C14518,Regular,35-44
C14519,Loyal,35-44
C14520,Regular,25-34
C14521,Regular,25-34
C14522,Loyal,18-24
C14523,Loyal,35-44
C14524,New,35-44
C14525,Regular,25-34
C14526,Regular,45-54
C14527,Regular,35-44
C14528,Regular,25-34
C14529,Loyal,18-24
C14530,Regular,25-34
C14531,Regular,35-44
C14532,Loyal,18-24
C14533,New,25-34
C14534,Regular,55+
C14535,Regular,35-44
C14536,New,25-34
C14537,Regular,25-34
C14538,New,18-24
C14539,Loyal,55+
C14540,Regular,45-54
C14541,Regular,35-44
C14542,Regular,18-24
C14543,New,25-34
C14544,New,18-24
C14545,Regular,25-34
C14546,Regular,25-34
C14547,Regular,35-44
C14548,Regular,25-34
C14549,Regular,18-24
C14550,Regular,35-44
C14551,New,18-24
C14552,New,45-54
C14553,Regular,25-34
C14554,Loyal,25-34
C14555,New,18-24
C14556,Regular,55+
C14557,Regular,35-44
C14558,Regular,25-34
C14559,Regular,18-24
C14560,New,35-44
C14561,Regular,25-34
C14562,New,55+
C14563,Regular,55+
C14564,Loyal,35-44
C14565,Regular,55+
C14566,New,18-24
C14567,Loyal,25-34
C14568,Loyal,25-34
C14569,Regular,18-24
C14570,Regular,55+
C14571,New,18-24
C14572,Loyal,45-54
C14573,Regular,35-44
C14574,Loyal,25-34
C14575,Regular,18-24
C14576,Regular,18-24
C14577,Loyal,25-34
C14578,Regular,25-34
C14579,New,25-34
C14580,New,35-44
C14581,Regular,35-44
C14582,New,25-34
C14583,Regular,18-24
C14584,Regular,45-54
C14585,Regular,25-34
C14586,Regular,25-34
C14587,Loyal,35-44
C14588,New,55+
C14589,Regular,45-54
C14590,New,18-24
C14591,Regular,25-34
C14592,Loyal,18-24
C14593,Loyal,55+
C14594,Regular,25-34
C14595,Regular,18-24
C14596,Loyal,45-54
C14597,Loyal,55+
C14598,Loyal,35-44
C14599,Regular,18-24
C14600,Loyal,25-34
C14601,New,45-54
C14602,New,25-34
C14603,New,18-24
C14604,New,18-24
C14605,Regular,45-54
C14606,Loyal,25-34
C14607,Regular,35-44
C14608,Regular,25-34
C14609,Regular,25-34
C14610,Regular,55+
C14611,Regular,25-34
C14612,Loyal,35-44
C14613,Regular,18-24
C14614,Regular,18-24
C14615,Regular,35-44
C14616,Loyal,45-54
C14617,New,35-44
C14618,Regular,18-24
C14619,Regular,25-34
C14620,Regular,45-54
C14621,Loyal,25-34
C14622,Regular,45-54
C14623,Regular,25-34
C14624,Loyal,55+
C14625,Regular,45-54
C14626,Regular,18-24
C14627,Regular,35-44
C14628,New,18-24
C14629,Regular,25-34
C14630,New,25-34
C14631,Loyal,25-34
C14632,Regular,25-34
C14633,New,25-34
C14634,Regular,18-24
C14635,Regular,18-24
C14636,New,25-34
C14637,New,25-34
C14638,Regular,35-44
C14639,Regular,35-44
C14640,Regular,45-54
C14641,Regular,25-34
C14642,Regular,18-24
C14643,Regular,35-44
C14644,Regular,35-44
C14645,Regular,25-34
C14646,Regular,35-44
C14647,Loyal,25-34
C14648,Regular,18-24
C14649,Loyal,35-44
C14650,Regular,25-34
C14651,New,25-34
C14652,Regular,25-34
C14653,Regular,25-34
C14654,Regular,35-44
C14655,Regular,18-24
C14656,Loyal,55+
C14657,Regular,35-44
C14658,Regular,25-34
C14659,New,18-24
C14660,Loyal,18-24
C14661,Loyal,35-44
C14662,Regular,25-34
C14663,Regular,25-34
C14664,Regular,25-34
C14665,New,35-44
C14666,Regular,35-44
C14667,New,35-44
C14668,Regular,45-54
C14669,Regular,25-34
C14670,Regular,35-44
C14671,Regular,18-24
C14672,Loyal,25-34
C14673,New,35-44
C14674,Regular,25-34
C14675,New,25-34
C14676,New,45-54
C14677,New,18-24
C14678,Regular,25-34
C14679,Regular,55+
C14680,Loyal,25-34
C14681,Regular,35-44
C14682,New,45-54
C14683,Regular,25-34
C14684,New,25-34
C14685,Regular,35-44
C14686,New,35-44
C14687,Regular,18-24
C14688,Regular,25-34
C14689,Loyal,25-34
C14690,Regular,45-54
C14691,Loyal,25-34
C14692,New,45-54
C14693,Loyal,55+
C14694,Regular,35-44
C14695,New,35-44
C14696,New,25-34
C14697,New,18-24
C14698,Regular,25-34
C14699,New,25-34
C14700,Regular,25-34
C14701,Loyal,35-44
C14702,New,25-34
C14703,Regular,35-44
C14704,Regular,25-34
C14705,Loyal,18-24
C14706,Regular,25-34
C14707,Regular,55+
C14708,Regular,45-54
C14709,New,25-34
C14710,New,25-34
C14711,Regular,45-54
C14712,New,18-24
C14713,Regular,25-34
C14714,New,25-34
C14715,Regular,25-34
C14716,New,25-34
C14717,Loyal,18-24
C14718,Loyal,35-44
C14719,New,18-24
C14720,Regular,35-44
C14721,Regular,25-34
C14722,New,25-34
C14723,Regular,18-24
C14724,New,35-44
C14725,Loyal,25-34
C14726,Loyal,25-34
C14727,Regular,35-44
C14728,Regular,35-44
C14729,Loyal,18-24
C14730,Loyal,18-24
C14731,Loyal,25-34
C14732,New,35-44
C14733,New,25-34
C14734,Regular,35-44
C14735,Regular,35-44
C14736,New,45-54
C14737,New,25-34
C14738,Loyal,25-34
C14739,Loyal,45-54
C14740,Regular,25-34
C14741,Loyal,25-34
C14742,Regular,18-24
C14743,Loyal,45-54
C14744,Regular,25-34
C14745,New,25-34
C14746,Regular,35-44
C14747,Regular,25-34
C14748,Regular,55+
C14749,New,25-34
C14750,Loyal,35-44
C14751,New,25-34
C14752,New,45-54
C14753,Regular,45-54
C14754,Regular,35-44
C14755,Regular,45-54
C14756,Regular,18-24
C14757,Regular,45-54
C14758,Regular,35-44
C14759,Regular,45-54
C14760,New,35-44
C14761,Regular,25-34
C14762,Loyal,35-44
C14763,New,18-24
C14764,Regular,35-44
C14765,Loyal,25-34
C14766,Regular,18-24
C14767,Regular,55+
C14768,Loyal,45-54
C14769,New,45-54
C14770,New,35-44
C14771,Loyal,35-44
C14772,Loyal,35-44
C14773,Regular,18-24
C14774,Regular,45-54
C14775,Loyal,45-54
C14776,Regular,35-44
C14777,New,45-54
C14778,New,25-34
C14779,Regular,25-34
C14780,Loyal,55+
C14781,Loyal,25-34
C14782,Loyal,35-44
C14783,Loyal,25-34
C14784,Regular,35-44
C14785,Regular,35-44
C14786,Regular,35-44
C14787,Regular,25-34
C14788,Regular,25-34
C14789,New,35-44
C14790,Loyal,45-54
C14791,Regular,18-24
C14792,Regular,18-24
C14793,Regular,18-24
C14794,Regular,45-54
C14795,New,35-44
C14796,Loyal,55+
C14797,New,35-44
C14798,New,25-34
C14799,Regular,35-44
C14800,Regular,18-24
C14801,Loyal,25-34
C14802,Loyal,25-34
C14803,Loyal,25-34
C14804,New,25-34
C14805,New,18-24
C14806,Regular,18-24
C14807,New,25-34
C14808,Loyal,35-44
C14809,Regular,18-24
C14810,Loyal,25-34
C14811,New,18-24
C14812,Regular,25-34
C14813,Regular,35-44
C14814,New,45-54
C14815,Regular,45-54
C14816,Regular,25-34
C14817,Regular,18-24
C14818,Regular,18-24
C14819,New,55+
C14820,Regular,35-44
C14821,Regular,18-24
C14822,New,18-24
C14823,New,25-34
C14824,New,25-34
C14825,Regular,45-54
C14826,New,25-34
C14827,Regular,35-44
C14828,Regular,25-34
C14829,Regular,25-34
C14830,Loyal,35-44
C14831,Regular,35-44
C14832,Regular,25-34
C14833,Loyal,25-34
C14834,Regular,45-54
C14835,Regular,18-24
C14836,Regular,25-34
C14837,Regular,25-34
C14838,Regular,35-44
C14839,New,18-24
C14840,Regular,35-44
C14841,New,18-24
C14842,Regular,18-24
C14843,New,35-44
C14844,Regular,35-44
C14845,Regular,45-54
C14846,Regular,25-34
C14847,Regular,25-34
C14848,Loyal,35-44
C14849,Regular,25-34
C14850,Regular,18-24
C14851,Loyal,25-34
C14852,Regular,25-34
C14853,Regular,25-34
C14854,New,55+
C14855,Regular,45-54
C14856,Loyal,55+
C14857,Regular,55+
C14858,Regular,25-34
C14859,Regular,25-34
C14860,Loyal,25-34
C14861,New,45-54
C14862,Regular,25-34
C14863,New,25-34
C14864,Regular,18-24
C14865,Regular,25-34
C14866,New,25-34
C14867,Regular,25-34
C14868,Regular,45-54
C14869,New,18-24
C14870,Regular,55+
C14871,New,18-24
C14872,Regular,55+
C14873,Regular,25-34
C14874,Regular,35-44
C14875,Regular,18-24
C14876,Regular,35-44
C14877,New,45-54
C14878,Loyal,18-24
C14879,Regular,18-24
C14880,New,25-34
C14881,Loyal,18-24
C14882,New,18-24
C14883,Regular,35-44
C14884,Regular,25-34
C14885,Regular,35-44
C14886,Loyal,45-54
C14887,Regular,35-44
C14888,New,18-24
C14889,Loyal,25-34
C14890,Loyal,25-34
C14891,Regular,25-34
C14892,Regular,25-34
C14893,New,45-54
C14894,Regular,35-44
C14895,New,18-24
C14896,New,25-34
C14897,Regular,25-34
C14898,New,55+
C14899,New,55+
C14900,Regular,25-34
C14901,New,25-34
C14902,New,35-44
C14903,New,25-34
C14904,New,25-34
C14905,Regular,35-44
C14906,Loyal,25-34
C14907,Regular,35-44
C14908,Regular,25-34
C14909,New,35-44
C14910,New,35-44
C14911,New,25-34
C14912,Regular,35-44
C14913,Regular,25-34
C14914,Regular,18-24
C14915,Regular,18-24
C14916,New,25-34
C14917,Regular,18-24
C14918,Regular,35-44
C14919,Regular,25-34
C14920,Regular,18-24
C14921,Regular,45-54
C14922,Loyal,35-44
C14923,Loyal,25-34
C14924,Regular,25-34
C14925,Regular,18-24
C14926,New,25-34
C14927,Loyal,45-54
C14928,Regular,18-24
C14929,New,25-34
C14930,Regular,55+
C14931,New,35-44
C14932,Regular,25-34
C14933,Regular,35-44
C14934,Regular,45-54
C14935,New,35-44
C14936,Loyal,45-54
C14937,Regular,25-34
C14938,Loyal,45-54
C14939,Regular,55+
C14940,Regular,25-34
C14941,Regular,35-44
C14942,New,35-44
C14943,New,35-44
C14944,Regular,45-54
C14945,New,18-24
C14946,Loyal,35-44
C14947,New,35-44
C14948,Regular,35-44
C14949,Regular,35-44
C14950,New,18-24
C14951,Regular,25-34
C14952,New,45-54
C14953,Regular,55+
C14954,Regular,25-34
C14955,Regular,25-34
C14956,Regular,45-54
C14957,Loyal,35-44
C14958,Loyal,35-44
C14959,Regular,18-24
C14960,Regular,35-44
C14961,Regular,35-44
C14962,Regular,35-44
C14963,Loyal,35-44
C14964,New,25-34
C14965,Regular,55+
C14966,Regular,35-44
C14967,Regular,25-34
C14968,Regular,55+
C14969,Regular,45-54
C14970,Regular,45-54
C14971,Loyal,25-34
C14972,Regular,25-34
C14973,New,25-34
C14974,New,25-34
C14975,New,25-34
C14976,Regular,25-34
C14977,Regular,25-34
C14978,New,45-54
C14979,Regular,25-34
C14980,Regular,25-34
C14981,New,25-34
C14982,Regular,18-24
C14983,Loyal,45-54
C14984,Regular,25-34
C14985,Regular,35-44
C14986,Regular,35-44
C14987,Regular,35-44
C14988,Regular,25-34
C14989,Regular,18-24
C14990,Loyal,25-34
C14991,Loyal,25-34
C14992,Regular,35-44
C14993,New,25-34
C14994,Regular,25-34
C14995,Regular,18-24
C14996,Regular,35-44
C14997,New,25-34
C14998,New,18-24
C14999,Regular,35-44
C15000,New,25-34
C15001,Regular,25-34
C15002,Regular,25-34
C15003,Regular,55+
C15004,New,25-34
C15005,New,25-34
C15006,New,55+
C15007,New,25-34
C15008,Regular,35-44
C15009,Regular,25-34
C15010,New,18-24
C15011,New,35-44
C15012,New,45-54
C15013,Loyal,25-34
C15014,Regular,35-44
C15015,Loyal,35-44
C15016,Loyal,25-34
C15017,Regular,35-44
C15018,Regular,25-34
C15019,New,25-34
C15020,Regular,25-34
C15021,New,45-54
C15022,Loyal,25-34
C15023,New,35-44
C15024,Regular,25-34
C15025,New,25-34
C15026,Loyal,35-44
C15027,New,35-44
C15028,Regular,25-34
C15029,Regular,25-34
C15030,Regular,45-54
C15031,Regular,18-24
C15032,Loyal,35-44
C15033,New,35-44
C15034,Loyal,35-44
C15035,Regular,55+
C15036,Loyal,35-44
C15037,Regular,25-34
C15038,Regular,25-34
C15039,Loyal,25-34
C15040,Regular,18-24
C15041,Regular,45-54
C15042,New,18-24
C15043,New,35-44
C15044,Regular,35-44
C15045,Regular,45-54
C15046,Regular,25-34
C15047,New,35-44
C15048,Regular,25-34
C15049,Regular,35-44
C15050,Regular,25-34
C15051,Loyal,45-54
C15052,Regular,18-24
C15053,New,25-34
C15054,Loyal,25-34
C15055,Regular,35-44
C15056,Regular,35-44
C15057,New,25-34
C15058,Regular,18-24
C15059,New,25-34
C15060,Regular,25-34
C15061,New,25-34
C15062,New,25-34
C15063,New,35-44
C15064,New,25-34
C15065,New,55+
C15066,Regular,25-34
C15067,New,35-44
C15068,Regular,35-44
C15069,New,25-34
C15070,Loyal,25-34
C15071,Loyal,25-34
C15072,New,18-24
C15073,Regular,25-34
C15074,New,25-34
C15075,Loyal,18-24
C15076,Regular,25-34
C15077,New,25-34
C15078,Regular,18-24
C15079,New,18-24
C15080,Regular,35-44
C15081,Regular,35-44
C15082,Regular,55+
C15083,Regular,18-24
C15084,New,18-24
C15085,New,18-24
C15086,New,25-34
C15087,Loyal,35-44
C15088,New,25-34
C15089,Regular,35-44
C15090,Regular,35-44
C15091,New,55+
C15092,Regular,18-24
C15093,Regular,18-24
C15094,Regular,25-34
C15095,Regular,18-24
C15096,Regular,55+
C15097,New,25-34
C15098,Regular,25-34
C15099,Regular,25-34
C15100,New,25-34
C15101,Regular,18-24
C15102,New,25-34
C15103,New,35-44
C15104,Regular,55+
C15105,Loyal,25-34
C15106,Loyal,25-34
C15107,New,18-24
C15108,Regular,45-54
C15109,Regular,18-24
C15110,New,45-54
C15111,Regular,25-34
C15112,Regular,18-24
C15113,Loyal,25-34
C15114,New,55+
C15115,New,25-34
C15116,Loyal,25-34
C15117,Regular,18-24
C15118,Loyal,35-44
C15119,New,18-24
C15120,Regular,35-44
C15121,Regular,45-54
C15122,New,55+
C15123,Regular,18-24
C15124,Regular,25-34
C15125,New,18-24
C15126,New,25-34
C15127,Regular,45-54
C15128,Regular,25-34
C15129,Loyal,45-54
C15130,Regular,45-54
C15131,New,25-34
C15132,Loyal,35-44
C15133,Loyal,18-24
C15134,New,25-34
C15135,Regular,25-34
C15136,New,55+
C15137,New,25-34
C15138,New,35-44
C15139,New,35-44
C15140,Loyal,35-44
C15141,Regular,35-44
C15142,Loyal,25-34
C15143,Regular,35-44
C15144,Regular,25-34
C15145,Regular,35-44
C15146,Loyal,18-24
C15147,Regular,25-34
C15148,Regular,55+
C15149,Loyal,25-34
C15150,New,25-34
C15151,Regular,18-24
C15152,Loyal,18-24
C15153,Loyal,25-34
C15154,New,25-34
C15155,Regular,45-54
C15156,Regular,25-34
C15157,New,25-34
C15158,Regular,25-34
C15159,New,25-34
C15160,Regular,45-54
C15161,Regular,25-34
C15162,Regular,25-34
C15163,Regular,25-34
C15164,Regular,35-44
C15165,New,25-34
C15166,New,25-34
C15167,New,18-24
C15168,New,55+
C15169,Regular,45-54
C15170,Regular,18-24
C15171,New,45-54
C15172,New,35-44
C15173,Regular,25-34
C15174,New,18-24
C15175,Loyal,35-44
C15176,Regular,18-24
C15177,Regular,35-44
C15178,New,18-24
C15179,Regular,35-44
C15180,New,18-24
C15181,New,25-34
C15182,New,25-34
C15183,Regular,18-24
C15184,Regular,25-34
C15185,New,25-34
C15186,Regular,55+
C15187,Regular,25-34
C15188,Regular,25-34
C15189,New,25-34
C15190,Regular,25-34
C15191,Loyal,18-24
C15192,New,35-44
C15193,New,25-34
C15194,New,35-44
C15195,New,25-34
C15196,Regular,55+
C15197,Loyal,18-24
C15198,Loyal,18-24
C15199,New,35-44
C15200,Regular,55+
C15201,Regular,35-44
C15202,Regular,18-24
C15203,Regular,25-34
C15204,New,45-54
C15205,Regular,18-24
C15206,Regular,18-24
C15207,Regular,45-54
C15208,Regular,45-54
C15209,New,35-44
C15210,New,55+
C15211,Loyal,18-24
C15212,Regular,25-34
C15213,Loyal,35-44
C15214,New,35-44
C15215,Regular,35-44
C15216,Regular,45-54
C15217,Loyal,25-34
C15218,New,18-24
C15219,New,25-34
C15220,Regular,35-44
C15221,Loyal,25-34
C15222,Loyal,45-54
C15223,Loyal,25-34
C15224,Loyal,18-24
C15225,New,25-34
C15226,New,35-44
C15227,New,25-34
C15228,Regular,35-44
C15229,Loyal,25-34
C15230,Loyal,18-24
C15231,New,18-24
C15232,Regular,35-44
C15233,Loyal,25-34
C15234,Regular,45-54
C15235,New,25-34
C15236,Regular,25-34
C15237,Regular,25-34
C15238,Regular,18-24
C15239,Regular,35-44
C15240,New,35-44
C15241,Loyal,35-44
C15242,Regular,25-34
C15243,Regular,25-34
C15244,Loyal,18-24
C15245,New,25-34
C15246,New,25-34
C15247,Loyal,55+
C15248,New,35-44
C15249,Regular,35-44
C15250,New,25-34
C15251,New,18-24
C15252,Regular,25-34
C15253,New,25-34
C15254,Regular,35-44
C15255,Regular,25-34
C15256,Loyal,45-54
C15257,Regular,55+
C15258,New,25-34
C15259,Loyal,35-44
C15260,Regular,35-44
C15261,Regular,18-24
C15262,Loyal,45-54
C15263,Regular,18-24
C15264,Regular,35-44
C15265,Regular,25-34
C15266,New,25-34
C15267,New,25-34
C15268,Regular,45-54
C15269,New,18-24
C15270,New,18-24
C15271,New,25-34
C15272,Regular,18-24
C15273,Regular,35-44
C15274,Regular,35-44
C15275,Regular,45-54
C15276,Regular,35-44
C15277,Regular,45-54
C15278,Regular,35-44
C15279,Regular,55+
C15280,Loyal,18-24
C15281,Loyal,25-34
C15282,Loyal,55+
C15283,Loyal,35-44
C15284,Regular,45-54
C15285,Regular,18-24
C15286,Regular,45-54
C15287,Regular,35-44
C15288,Loyal,18-24
C15289,Regular,18-24
C15290,Loyal,25-34
C15291,Regular,45-54
C15292,Loyal,35-44
C15293,Regular,45-54
C15294,Regular,25-34
C15295,Regular,55+
C15296,Regular,25-34
C15297,Loyal,25-34
C15298,New,18-24
C15299,Regular,55+
C15300,Regular,25-34
C15301,Loyal,18-24
C15302,Regular,18-24
C15303,New,25-34
C15304,Regular,45-54
C15305,Regular,25-34
C15306,New,35-44
C15307,Regular,45-54
C15308,Loyal,25-34
C15309,Loyal,45-54
C15310,New,25-34
C15311,Loyal,55+
C15312,Regular,18-24
C15313,New,35-44
C15314,New,35-44
C15315,New,18-24
C15316,Loyal,25-34
C15317,New,25-34
C15318,New,18-24
C15319,Regular,35-44
C15320,Regular,55+
C15321,Regular,25-34
C15322,Regular,25-34
C15323,New,18-24
C15324,Loyal,18-24
C15325,New,25-34
C15326,Regular,55+
C15327,Regular,45-54
C15328,New,25-34
C15329,Loyal,25-34
C15330,Regular,25-34
C15331,New,35-44
C15332,Loyal,35-44
C15333,Regular,35-44
C15334,Regular,18-24
C15335,Regular,55+
C15336,Loyal,18-24
C15337,New,25-34
C15338,New,45-54
C15339,Regular,25-34
C15340,New,18-24
C15341,Regular,25-34
C15342,Regular,25-34
C15343,New,18-24
C15344,New,25-34
C15345,Regular,25-34
C15346,Loyal,45-54
C15347,Regular,18-24
C15348,Regular,35-44
C15349,New,25-34
C15350,Regular,35-44
C15351,New,25-34
C15352,Regular,35-44
C15353,Regular,35-44
